series_index,series_title,question_number,level,points,image_url,local_image_path,A,B,C,D,correct_answer_text,correct_letter
36,Série 36,8,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046045-lu6ovh.png,tcf_full_output\images\series_36_q08.png,Des échanges de logements.,Des locations bon marché.,Des réservations sans frais.,Des visites d'appartements.,Des échanges de logements.,A
36,Série 36,9,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046061-o2tciq.png,tcf_full_output\images\series_36_q09.png,Un savon pour le corps.,Un shampoing aux herbes.,Une boisson pour dormir.,Une crème de beauté.,Une crème de beauté.,D
36,Série 36,10,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046447-jz13yw.png,tcf_full_output\images\series_36_q10.png,Comment acheter des produits congelés.,Comment cuisiner des recettes simples.,Comment faire à manger à bon marché.,Comment réaliser des plats originaux.,Comment faire à manger à bon marché.,C
36,Série 36,11,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046025-tm16bk.png,tcf_full_output\images\series_36_q11.png,Gagner de l'argent pour leur séjour.,Participer à une compétition sportive.,Suivre un atelier de cuisine internationale.,Visiter un établissement scolaire étranger.,Gagner de l'argent pour leur séjour.,A
36,Série 36,12,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046539-jyznrv.png,tcf_full_output\images\series_36_q12.png,De l'aide pour une association.,De nouveaux rayons jouets.,Un concours de jeux vidéo.,Une remise de 2 euros par article.,De l'aide pour une association.,A
36,Série 36,13,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046122-gl7jii.png,tcf_full_output\images\series_36_q13.png,Ils téléchargent des jeux sur leur poste.,Ils trouvent difficilement des informations.,Leur rendement au travail diminue.,Leurs échanges perdent en efficacité.,Leur rendement au travail diminue.,C
36,Série 36,14,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046036-53mdjm.png,tcf_full_output\images\series_36_q14.png,Elles adorent utiliser Facebook.,Elles enseignent dans la même école.,Elles habitent dans le même pays.,Elles ont la même famille adoptive.,Elles habitent dans le même pays.,C
36,Série 36,15,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046097-24re5n.png,tcf_full_output\images\series_36_q15.png,De faire du sport et de rencontrer des personnes.,De nager régulièrement et de manger du poisson.,De se reposer et de découvrir le milieu marin.,De vivre au calme et de se retrouver en famille.,De se reposer et de découvrir le milieu marin.,C
36,Série 36,16,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046505-pqmweb.png,tcf_full_output\images\series_36_q16.png,C'est un appui pédagogique supplémentaire.,C'est un réel facteur de cohésion de groupe.,C'est un simple moyen de communication.,C'est une source de distraction en classe.,C'est un appui pédagogique supplémentaire.,A
36,Série 36,17,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046534-6von0e.png,tcf_full_output\images\series_36_q17.png,Lire des nouveautés en ligne.,Parler à des dessinateurs.,Payer des entrées sur un site.,Réserver une visite guidée.,Parler à des dessinateurs.,B
36,Série 36,18,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046431-zw0mf4.png,tcf_full_output\images\series_36_q18.png,La crainte de la dépendance.,Le désert affectif ambiant.,La quête du bonheur facile.,La recherche de l'équilibre.,La quête du bonheur facile.,C
36,Série 36,19,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046049-cn1zpo.png,tcf_full_output\images\series_36_q19.png,Il cite un extrait d'une oeuvre de Modiano.,Il explique l'idée de départ d'un livre de Modiano.,Il présente le métier de Modiano à ses débuts.,Il raconte la rencontre entre Modiano et sa femme.,Il explique l'idée de départ d'un livre de Modiano.,B
36,Série 36,20,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046453-csrsmi.png,tcf_full_output\images\series_36_q20.png,Pour créer un lien entre générations.,Pour compléter leurs études.,Pour améliorer leurs revenus.,Parce qu'ils ne veulent plus être seuls.,Pour créer un lien entre générations.,A
36,Série 36,21,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046460-g55xg4.png,tcf_full_output\images\series_36_q21.png,Un spectacle de cirque.,Une activité de maquillage.,Une rencontre avec un clown.,Une sortie au zoo.,Une activité de maquillage.,B
36,Série 36,22,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046497-q720r2.png,tcf_full_output\images\series_36_q22.png,D'interdire les photos portant atteinte à leur dignité.,De diversifier le type de femmes prises pour modèles.,De mentionner les références précises des produits.,De signaler sur les photos les modifications effectuées.,De signaler sur les photos les modifications effectuées.,D
36,Série 36,23,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046514-810r7w.png,tcf_full_output\images\series_36_q23.png,C'est un phénomène mondial.,Il influence la productivité des salariés.,On peut facilement le repérer.,Ses effets sont néfastes pour l'emploi.,Il influence la productivité des salariés.,B
36,Série 36,24,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046075-vebzaw.png,tcf_full_output\images\series_36_q24.png,La faible qualité de la production française.,Le manque d'innovation dans son entreprise.,Les contraintes des contrôles financiers.,L'expansion de la concurrence internationale.,L'expansion de la concurrence internationale.,D
36,Série 36,25,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046518-yaajdi.png,tcf_full_output\images\series_36_q25.png,Il est obligatoire sur les produits.,Il facilite la lecture des étiquettes.,Il répond à une décision des fabricants.,Il transforme l'organisation des rayons.,Il facilite la lecture des étiquettes.,B
36,Série 36,26,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046478-i59q0f.png,tcf_full_output\images\series_36_q26.png,la des effets encore inconnus.,Il rallonge l'espérance de vie.,Il se propage imperceptiblement.,Il suscite un fort engouement.,Il se propage imperceptiblement.,C
36,Série 36,27,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046467-0nru8m.png,tcf_full_output\images\series_36_q27.png,Critiquer l'engagement des sportifs en politique internationale.,Décrire les rapports du sport et de la politique internationale.,Dénoncer l'utilisation de l'image des sportifs en diplomatie.,Montrer l'utilité du sport dans la résolution de conflits internationaux.,Décrire les rapports du sport et de la politique internationale.,B
36,Série 36,28,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046494-kd7bvc.png,tcf_full_output\images\series_36_q28.png,Commencer une thérapie.,Multiplier les passe-temps.,Rechercher l'âme sœur.,Travailler sur soi-même.,Travailler sur soi-même.,D
36,Série 36,29,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046481-ch76dx.png,tcf_full_output\images\series_36_q29.png,Il doit intervenir dès le plus jeune âge.,Il est indissociable de celui des savoirs.,Il exige une formation solide des professeurs.,Il varie selon la politique éducative des pays.,Il est indissociable de celui des savoirs.,B
36,Série 36,30,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046055-0ugm5j.png,tcf_full_output\images\series_36_q30.png,Elles peuvent être touchées par le public.,Elles répondent à une thématique unique.,Elles sont destinées à être recyclées.,Elles sont issues de techniques variées.,Elles sont issues de techniques variées.,D
36,Série 36,31,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046522-micx4s.png,tcf_full_output\images\series_36_q31.png,la protection de la biodiversité.,À la transmission de souvenirs.,À l'abolition des frontières.,À l'enrichissement du lexique.,À l'enrichissement du lexique.,D
36,Série 36,32,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046094-tcmo65.png,tcf_full_output\images\series_36_q32.png,Aider les femmes à se battre pour améliorer leur situation familiale.,Amener les spectateurs à s'émouvoir d'un quotidien douloureux.,Démontrer que la condition de la femme dans les cités est désastreuse.,Informer des difficultés que peuvent rencontrer les enfants des cités.,Amener les spectateurs à s'émouvoir d'un quotidien douloureux.,B
36,Série 36,33,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046510-9gvdkt.png,tcf_full_output\images\series_36_q33.png,Ils sont aptes à coloniser un territoire vierge.,Ils sont capables de communiquer entre eux.,Ils sont en compétition pour leur croissance.,Ils sont susceptibles de ressentir des émotions.,Ils sont capables de communiquer entre eux.,B
36,Série 36,34,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046067-6kvt13.png,tcf_full_output\images\series_36_q34.png,De laisser trop de temps à l'oisiveté.,De s'écarter du modèle éducatif légal.,De satisfaire avant tout les adultes.,D'être à l'origine de l'échec scolaire.,De satisfaire avant tout les adultes.,C
36,Série 36,35,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046488-83p13s.png,tcf_full_output\images\series_36_q35.png,En abandonnant les codes traditionnels du roman.,En cherchant des sources d'inspiration inédites.,En proposant de nouveaux concepts universels.,En se jouant des difficultés liées à l'écriture.,En abandonnant les codes traditionnels du roman.,A
36,Série 36,36,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046072-ualew2.png,tcf_full_output\images\series_36_q36.png,Elle a accru la compétitivité industrielle.,Elle a amélioré les conditions de travail.,Elle a enrayé la hausse du chômage.,Elle a modifié l'organisation du travail.,Elle a modifié l'organisation du travail.,D
36,Série 36,37,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046108-q877j5.png,tcf_full_output\images\series_36_q37.png,Le coût social élevé de prise en charge des maladies génétiques.,Le développement de traitements curatifs de pathologies génétiques.,Le mode de financement de la recherche génétique fondamentale.,Les dérives induites par l'amélioration du patrimoine génétique.,Les dérives induites par l'amélioration du patrimoine génétique.,D
36,Série 36,38,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046457-cvfwty.png,tcf_full_output\images\series_36_q38.png,Elle plagie la doctrine d'un célèbre linguiste.,Elle remet en cause les théories habituelles.,Elle soutient des hypothèses indémontrables.,Elle utilise des outils scientifiques peu fiables,Elle remet en cause les théories habituelles.,B
36,Série 36,39,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195046463-nh1x99.png,tcf_full_output\images\series_36_q39.png,Il reconnaît ses aspects pratiques.,Il remet en cause ses bienfaits.,Il s'inquiète de son usage abusif.,Il s'émerveille de sa technologie.,Il remet en cause ses bienfaits.,B
37,Série 37,1,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057918-nz21b6.png,tcf_full_output\images\series_37_q01.png,D'acheter un appartement.,D'habiter avec quelqu'un.,De rencontrer ses voisins.,De visiter son quartier.,D'habiter avec quelqu'un.,B
37,Série 37,2,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057246-34rclw.png,tcf_full_output\images\series_37_q02.png,Pour aller visiter un musée,Pour participer à un concours.,Pour prendre un café ensemble.,Pour voir un événement sportif.,Pour voir un événement sportif.,D
37,Série 37,3,A1,3,https://login.formation-tcfcanada.com/wp-content/uploads/2024/10/Sans-titre-1-1-scaled.png,tcf_full_output\images\series_37_q03.png,Aller à une réunion.,Déjeuner avec Claudia.,S'occuper des enfants.,Téléphoner à l'école.,S'occuper des enfants.,C
37,Série 37,4,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057415-mymfjc.png,tcf_full_output\images\series_37_q04.png,Aux clients de l'hôtel.,Au service de nettoyage.,Au directeur de l'hôtel.,Aux serveurs du bar.,Aux clients de l'hôtel.,A
37,Série 37,5,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195056642-16yqui.png,tcf_full_output\images\series_37_q05.png,Découvrir la nourriture locale,Gagner un repas traditionnel.,Prendre un cours de cuisine.,Visiter une ferme française.,Découvrir la nourriture locale,A
37,Série 37,6,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057197-7rpckw.png,tcf_full_output\images\series_37_q06.png,D'écrire aux invités.,D'organiser la fête.,De garder des enfants.,De préparer des danses.,De garder des enfants.,C
37,Série 37,7,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057741-4y58u2.png,tcf_full_output\images\series_37_q07.png,Un journal.,Un restaurant.,Une association.,Une école.,Un journal.,A
37,Série 37,8,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057570-jjty4z.png,tcf_full_output\images\series_37_q08.png,De la nourriture.,Des cadeaux.,Des chansons.,Des jeux.,De la nourriture.,A
37,Série 37,9,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195056685-gxebsp.png,tcf_full_output\images\series_37_q09.png,Continuer ses ventes.,Déménager à Montélimar.,Rencontrer des clients.,Téléphoner à Biotopia.,Continuer ses ventes.,A
37,Série 37,10,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057425-nzasnk.png,tcf_full_output\images\series_37_q10.png,La confirmation d'un rendez-vous.,La date des évaluations en français.,Les résultats scolaires de son élève.,L'explication d'une punition donnée.,La confirmation d'un rendez-vous.,A
37,Série 37,11,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195056106-sag9wk.png,tcf_full_output\images\series_37_q11.png,Aller à Houston.,Prendre un abonnement.,Présenter un film.,Répondre à un questionnaire.,Présenter un film.,C
37,Série 37,12,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195058503-cnx9ap.png,tcf_full_output\images\series_37_q12.png,D'utiliser des crèmes solaires à base de chocolat.,De diminuer sa consommation de chocolat.,De manger quotidiennement du chocolat.,De suivre un traitement de pilules au chocolat.,De manger quotidiennement du chocolat.,C
37,Série 37,13,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057478-8rtdfe.png,tcf_full_output\images\series_37_q13.png,Annuler son achat.,Echanger son article.,Obtenir une réduction.,Rendre le vêtement.,Annuler son achat.,A
37,Série 37,14,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057655-x0zy4a.png,tcf_full_output\images\series_37_q14.png,le grand nombre de vendeurs ambulants,les dangers des aliments mal conservés.,les méfaits des collations après le bain.,l'inconscience des enfants imprudents.,les dangers des aliments mal conservés.,B
37,Série 37,15,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057647-tytm16.png,tcf_full_output\images\series_37_q15.png,Pour diminuer l'empreinte carbone.,Pour donner une image moderne de l'Assemblée,Pour étudier plus rapidement les amendements,Pour faire des économies De papier,Pour faire des économies De papier,D
37,Série 37,16,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195056779-oi3m6q.png,tcf_full_output\images\series_37_q16.png,Améliorer l'environnement professionnel.,Éviter des licenciements abusifs.,Modifier les termes d'accords obsolètes.,Obtenir des créations de postes.,Améliorer l'environnement professionnel.,A
37,Série 37,17,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057269-wpil4f.png,tcf_full_output\images\series_37_q17.png,Les produits sont toujours plus chers.,Les frais d'envoi peuvent en augmenter le coût.,Les laboratoires offrent souvent des cadeaux sans valeur.,Les produits ne sont pas toujours de très bonne qualité.,Les frais d'envoi peuvent en augmenter le coût.,B
37,Série 37,18,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057518-ko1znk.png,tcf_full_output\images\series_37_q18.png,Des promotions.,Des vacances.,Un jeu.,Une fête.,Un jeu.,C
37,Série 37,19,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195058440-96ph4o.png,tcf_full_output\images\series_37_q19.png,Elle a des conséquences négatives sur l'apprentissage.,Elle doit être sévèrement sanctionnée durant la formation.,Elle est moins bien tolérée dans le domaine scientifique.,Elle est sous-estimée en tant que moyen d'amélioration.,Elle est sous-estimée en tant que moyen d'amélioration.,D
37,Série 37,20,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057616-t12x44.png,tcf_full_output\images\series_37_q20.png,Créer un site collaboratif de données.,Mener une enquête sur les plantes.,Organiser des visites de l'herbier.,Proposer des cours de botanique.,Créer un site collaboratif de données.,A
37,Série 37,21,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057042-7yvw9k.png,tcf_full_output\images\series_37_q21.png,Il convient aux enfants d'âge scolaire.,Il dérègle l'organisation des élèves.,Il est adapté au rythme biologique.,Il modifie le moment du coucher.,Il modifie le moment du coucher.,D
37,Série 37,22,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195056814-bp35v6.png,tcf_full_output\images\series_37_q22.png,De limiter le gaspillage alimentaire.,De livrer des plats dans les entreprises.,De soutenir les magasins de proximité.,D'organiser des ventes groupées.,De limiter le gaspillage alimentaire.,A
37,Série 37,23,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057224-d969t4.png,tcf_full_output\images\series_37_q23.png,L'attirance pour les études.,L'appel des pays chauds.,Le besoin d'interaction sociale.,Le désir de reconnaissance.,Le besoin d'interaction sociale.,C
37,Série 37,24,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195059782-wpji0z.png,tcf_full_output\images\series_37_q24.png,Aux équipes d'universitaires qui travaillent sur la lumière.,Aux étincelles produites par des perturbations orageuses.,Aux scientifiques qui guettent des signaux dans l'espace.,Aux vibrations transmises par des corps extra-terrestres.,Aux étincelles produites par des perturbations orageuses.,B
37,Série 37,25,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057977-a0av3v.png,tcf_full_output\images\series_37_q25.png,Malheureux de vivre en province.,Persévérant dans ses études.,Rebelle à toute forme d'autorité.,Respectueux des valeurs de sa famille.,Rebelle à toute forme d'autorité.,C
37,Série 37,26,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057634-fyq83e.png,tcf_full_output\images\series_37_q26.png,L'afflux des fans de Brassens dans un espace intime.,L'intérêt exclusif des visiteurs du cimetière pour Brassens.,La situation peu accessible de la tombe de Brassens.,Le malentendu sur le lieu où est enterré Brassens.,Le malentendu sur le lieu où est enterré Brassens.,D
37,Série 37,27,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195056744-rbpfe8.png,tcf_full_output\images\series_37_q27.png,Les conséquences d'un régime végétarien.,Les doutes sur les méthodes de production.,Les effets de l'usage de produits chimiques.,Les problèmes causés par la surpopulation.,Les doutes sur les méthodes de production.,B
37,Série 37,28,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057469-6xqesc.png,tcf_full_output\images\series_37_q28.png,Elles gagnent en visibilité dans ce milieu.,Elles remportent des compétitions mixtes.,Elles sont rabaissées par les hommes.,Elles sont victimes d'accidents fréquents.,Elles gagnent en visibilité dans ce milieu.,A
37,Série 37,29,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057454-mvx37t.png,tcf_full_output\images\series_37_q29.png,A Elles détruisent les cellules du cerveau.,Elles développent la mémoire à court terme.,Elles modifient nos processus cognitifs.,Elles provoquent la disparition de l’écriture.,Elles modifient nos processus cognitifs.,C
37,Série 37,30,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195059007-6mvw3a.png,tcf_full_output\images\series_37_q30.png,Ils finissent par maîtriser l'ensemble des matières,Ils font des efforts dans les autres matières étudiées.,Ils négligent les matières trop faciles pour eux,Ils se fixent des objectifs élevés dans ces matières.,Ils se fixent des objectifs élevés dans ces matières.,D
37,Série 37,31,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057898-mdnas5.png,tcf_full_output\images\series_37_q31.png,D'attirer l'attention de l'interlocuteur.,D'imaginer des solutions originales.,De solliciter davantage la raison.,De trouver des réponses rapides.,De solliciter davantage la raison.,C
37,Série 37,32,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195058556-m8dj3o.png,tcf_full_output\images\series_37_q32.png,De participer à l'exploration du monde numérique.,De restreindre le temps consacré aux jeux vidéo.,De sélectionner des contenus adaptés aux enfants.,De surveiller la navigation des jeunes sur la toile.,De participer à l'exploration du monde numérique.,A
37,Série 37,33,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057667-hyt98d.png,tcf_full_output\images\series_37_q33.png,Leur donner le goût de l'observation.,Leur permettre d'inventer des activités.,Leur procurer des jeux éducatifs.,Leur proposer des énigmes à résoudre.,Leur permettre d'inventer des activités.,B
37,Série 37,34,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057259-zgnnp9.png,tcf_full_output\images\series_37_q34.png,Convaincre la clientèle cible.,Former les spécialistes du secteur.,Rentabiliser les projets à venir.,Restaurer d'anciens bâtiments.,Former les spécialistes du secteur.,B
37,Série 37,35,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195058544-hcpmri.png,tcf_full_output\images\series_37_q35.png,À gagner du temps.,À minimiser les aléas.,À réduire les frais.,À simplifier les procédures.,À minimiser les aléas.,B
37,Série 37,36,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195059180-8iqdvp.png,tcf_full_output\images\series_37_q36.png,La quasi-absence d'héroïnes.,L'appel constant à la violence.,L'atténuation des clichés.,L'uniformité des scénarios.,La quasi-absence d'héroïnes.,A
37,Série 37,37,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057706-fv1omq.png,tcf_full_output\images\series_37_q37.png,Attirer davantage d'étudiants brillants.,Être à la pointe de la technologie.,Ouvrir ses cours à un public élargi.,Proposer des disciplines inédites.,Ouvrir ses cours à un public élargi.,C
37,Série 37,38,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057436-rha5lm.png,tcf_full_output\images\series_37_q38.png,C'est un accessoire d'élégance masculine.,C'est un signe de reconnaissance entre pairs.,C'est une coutume en réunion.,C'est une marque de courtoisie.,C'est une marque de courtoisie.,D
37,Série 37,39,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195057691-3rd6jx.png,tcf_full_output\images\series_37_q39.png,Il reconnaît ses aspects pratiques.,Il remet en cause ses bienfaits.,Il s'inquiète de son usage abusif.,Il s'émerveille de sa technologie.,Il remet en cause ses bienfaits.,B
38,Série 38,1,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195062183-mnmo6q.png,tcf_full_output\images\series_38_q01.png,Au cinéma.,Au restaurant.,Chez son ami.,Dans un bar.,Chez son ami.,C
38,Série 38,2,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063341-9uvmeo.png,tcf_full_output\images\series_38_q02.png,Téléphoner au numéro donné.,Écrire un courriel de réponse.,Écouter le répondeur.,Contacter le standard.,Téléphoner au numéro donné.,A
38,Série 38,3,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195062638-cikzfg.png,tcf_full_output\images\series_38_q03.png,Par courrier.,Par téléphone.,Sur Internet.,Sur place.,Par téléphone.,B
38,Série 38,4,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063837-fa470u.png,tcf_full_output\images\series_38_q04.png,Ils apprennent la géographie.,Ils invitent des amis à l'école.,Ils pratiquent des langues étrangères.,Ils préparent un voyage de classe.,Ils apprennent la géographie.,A
38,Série 38,5,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063205-xurgrw.png,tcf_full_output\images\series_38_q05.png,Une adresse.,Une date.,Un horaire.,Un tarif.,Un tarif.,D
38,Série 38,6,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063898-qg6oha.png,tcf_full_output\images\series_38_q06.png,De cuisiner avec des professionnels.,De faire une réservation par Internet.,De gagner un repas gratuit pour deux.,De recevoir des recettes typiques.,De faire une réservation par Internet.,B
38,Série 38,7,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195064727-a4gp5g.png,tcf_full_output\images\series_38_q07.png,À un commerçant.,À un étudiant.,À un professeur.,À un propriétaire.,À un étudiant.,B
38,Série 38,8,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063172-hanuns.png,tcf_full_output\images\series_38_q08.png,Une formation adaptée pendant les vacances.,Une grande variété de cours intensifs.,Une promotion spéciale pour un voyage.,Une réduction sur des stages pendant.,Une réduction sur des stages pendant.,D
38,Série 38,9,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063214-o48y9x.png,tcf_full_output\images\series_38_q09.png,De participer à un concours.,De s'inscrire à un stage.,De tester des activités,Voir un spectacle.,De tester des activités,C
38,Série 38,10,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063412-fca371.png,tcf_full_output\images\series_38_q10.png,Des visites de musées.,Des voyages en Europe.,Un mois de vacances.,Un semestre d'études.,Des voyages en Europe.,B
38,Série 38,11,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195065324-2d21y8.png,tcf_full_output\images\series_38_q11.png,De dormir au milieu de la nature.,Faire un parcours dans les arbres.,De participer à une aventure sportive.,De passer une nuit sous la tente.,De dormir au milieu de la nature.,A
38,Série 38,12,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195064689-acbcfj.png,tcf_full_output\images\series_38_q12.png,Pour éviter de tomber malade.,Pour profiter de tarifs avantageux.,Pour protéger l'environnement.,Pour soutenir les paysans locaux.,Pour éviter de tomber malade.,A
38,Série 38,13,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195065184-cax4ns.png,tcf_full_output\images\series_38_q13.png,D'assister à un concert à Rouen.,De devenir membre de l'orchestre municipal.,De suivre des cours de musique à la rentrée.,De visiter le conservatoire.,De devenir membre de l'orchestre municipal.,B
38,Série 38,14,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195062616-dmj2en.png,tcf_full_output\images\series_38_q14.png,Assister à des spectacles.,Obtenir de meilleures places.,Rencontrer des comédiens.,Suivre des visites guidées.,Assister à des spectacles.,A
38,Série 38,15,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195062547-1wjkxv.png,tcf_full_output\images\series_38_q15.png,Des activités de loisir.,Des vacances à la campagne.,Un cours de natation.,Une promenade avec un guide.,Des activités de loisir.,A
38,Série 38,16,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063791-rvtr42.png,tcf_full_output\images\series_38_q16.png,Aller dans un bar.,Assister à un spectacle.,Dîner au restaurant,Voir une pièce de théâtre.,Assister à un spectacle.,B
38,Série 38,17,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195064737-4y9x16.png,tcf_full_output\images\series_38_q17.png,Ils évitent de rayer les appareils à écran tactile.,Ils permettent un contact direct avec un écran tactile.,Ils sont équipés de capteurs reliés à un écran tactile.,Ils sont offerts lors de l'achat d'un écran tactile,Ils permettent un contact direct avec un écran tactile.,B
